PLACE NAME,LINK,TIME,NAME,EXPERIENCE,NUMBER OF REVIEW,REVIEW,STAR
What The Deck,,,,,,,
,https://www.google.com/maps/search/What The Deck jogja,,,,,,
,,,,,,,
,,TIME,NAME,EXPERIENCE,NUMBER OF REVIEW,REVIEW,STAR
,,7 bulan lalu,David Geraldi,-,4 ulasan,"Sunset bagus, barista mba gita ramah dan murah senyum, nagih nongkrong disini",5
,,setahun lalu,Efendi Somakila,-,3 ulasan,"Bar yang di what the deck view nya sangat bagus, lebih privat, rekomen untuk nugas,musicnya enak, pelayanannya sangat friendly..🥰 …",5
,,setahun lalu,Adi Saputro,-,3 ulasan,Tempatnya bagus view nya dapet di sore mau pun di malam hari.cocok banget buat ajak pasangan .,5
,,setahun lalu,Akmal Tian,-,1 ulasan,"Tempatnya sangat bagus sekali,,, dekat kolam renang ,bisa melihat pemandangan kota Yogyakarta dan gunung berapi...",5
,,setahun lalu,Indira Dien Pratiwi,-,4 ulasan,"Nge-beer with the view ini sihhh!!!
Sunset nya bagus parah!!!!! 😍😍
Rekomendet buat tempat nyore, sunset hunter! …",5
,,setahun lalu,Catra Ancana,-,3 ulasan,Tempat ngeCHILL andalan ternyaman dan terkeren,5
,,setahun lalu,Agus Setyawan,-,3 ulasan,"Tempat yg nyaman buat nongkrong, gokil abis pokok nya.",5
,,setahun lalu,bayu seraphinus,-,2 ulasan,"berenang serasa diatas awan, AWESOME!!!",5
,,setahun lalu,Luri Purba,-,3 ulasan,Ingin pesta kembali disini,5
,,setahun lalu,Aprilian Laili,Local Guide,49 ulasan,Nikmati pemandangan kota Yogyakarta yang menakjubkan dari lantai 11. Koktail sangat enak di sini dan harganya terjangkau.,5
,,seminggu lalu,Prima Abadi Pusat Kredit HP,Local Guide,538 ulasan,Tempat yang nyaman untuk hang out dengan bestie,4
,,setahun lalu,Rudy Giyanto,-,1 ulasan,Lounge yang nyaman untuk hangout bersama teman atau kolega..,5
,,setahun lalu,jauzah akbar oca,-,2 ulasan,Pemandangan yang bagus....,5
,,setahun lalu,kedai sulthan,-,2 ulasan,Makan malam romantis terbaik,5
,,setahun lalu,Bagaz keanugrahan,-,3 ulasan,Atap yang luar biasa,5
,,sebulan lalu,Nanang akhmad,,,,5
,,7 bulan lalu,nazwa aqilah,,,,5
,,7 bulan lalu,nazwa aqilah,,,,5
,,7 bulan lalu,nazwa aqilah,,,,5
,,7 bulan lalu,nazwa aqilah,,,,5
,,7 bulan lalu,nazwa aqilah,,,,5
,,7 bulan lalu,nazwa aqilah,,,,5
,,7 bulan lalu,nazwa aqilah,,,,5
,,7 bulan lalu,nazwa aqilah,,,,5
,,7 bulan lalu,nazwa aqilah,,,,5
