PLACE NAME,LINK,TIME,NAME,EXPERIENCE,NUMBER OF REVIEW,REVIEW,STAR
Lesehan Tasik Malaya,,,,,,,
,https://www.google.com/maps/search/Lesehan Tasik Malaya jogja,,,,,,
,,,,,,,
,,TIME,NAME,EXPERIENCE,NUMBER OF REVIEW,REVIEW,STAR
,,9 bulan lalu,Harits,Local Guide,601 ulasan,"Sebuah warung makan lesehan yang enak di pinggir jalan UGM. Selalu suka sama penyajian nya menggunakan daun pisang semua. Rasa makanan nya juga enak2 dengan variasi menu yang bermacam macam. Sambal nya dikasih 2, ada sambal matang dan sambal bawang gitu, semua nya juga enak, sambal matang nya kerasa terasi nya. Sambal bawang nya juga gurih. Disini saya habis 40k untuk 2 nasi uduk, 1 ayam goreng, 1 lele bakar, 1 oseng kangkung dan 2 es teh, murah meriah sekali guys. Recommended deh untuk kuliner malam di sekitaran UGM.",5
,,setahun lalu,Faisal Sangaji,Local Guide,344 ulasan,"Tempat makan lesehan bisa makan di indoor dan outdoor, kapasitas 50 orang. Burung puyuh gorengnya enak, gorengnya garing ditambah sambal bawang cocok banget. Harga terjangkau. Pelayanan cukup lama, karena saking ramenya kadang tempat makan masih ada sisa piring. Tidak ada tissu. Siap2 pengamen.  Pembayaran cash dan non cash. Belum tersedia di apps.Parkir berbayar.",3
,,3 bulan lalu,Indah Sekar,Local Guide,79 ulasan,"Enak-enak sebenarnya, apalagi ikan bakar kuahnya. Banyak pilihan mulai dari ayam, ikan, dsb. Kangkung dan jamurnya rasanya standar, enak sih. Cuman sayang tempatnya kurang bersih. Sendoknya masih berminyak (banyak teman juga bilang hal serupa). Jadi masukan supaya next time nyucinya lebih bersih lagi.",4
,,setahun lalu,Muhammad Biondy Ramadhana,Local Guide,88 ulasan,"Salah satu rekomendasi kalo jajan di gsp, kebetulan pesen ayam goreng sama ayam bakar kecap. manteppp bangett buat bumbunyaa kerasaa, cuman tadii pass pesenn tambahan tahu goreng agak kurang meresap bumbunya jadi hambar. saran kalo kesini berdua pesen nasinya 3 biar lebih afdol hehe enak, murah, manteppp👍🏻👍🏻",5
,,sebulan lalu,Azka,Local Guide,138 ulasan,"rasa makanan sangat oke, saya bisa paham kenapa tempatnya ramai banget. bintang 5 untuk makanan, tapi tempat ini dapat bintang 1 untuk pelayanan. pelayanan tidak memuaskan. kurang responsif dan terkesan cuek banget. kalau anda tidak masalah dengan pelayanan yang kurang, tempat ini bisa saya rekomendasikan karena rasa makanan yang enak. kalau anda cukup peduli dengan pelayanan, tenpat ini tidak saya rekomendasikan sama sekali",4
,,11 bulan lalu,Agriska Febi,Local Guide,25 ulasan,"kesini pas awal jam buka jadi ga terlalu rame. pilihan menunya banyak sih, ga cuma ayam tapi kalo kesini pasti selalu pesen ayam bakar kuah, enak banget dong. buat yang ga suka pedes dia mungkin udah lumayan pedes tapi dia juga nyediain tambahan sambel, enak semua. krupuknya gratis deh pas itu gatau kalo sekarang",5
,,4 bulan lalu,Yusuf,Local Guide,51 ulasan,"6 Jan 23/ Nasi uduk 3rb + ayam potong goreng 13rb, lumayan murah. Rasa nasi uduknya dan ayam gorengnya enak, ayamnya juga dikasih serundeng. Juga dapet lalapan (kemangi sama ketimun) dan sambel. Sambelnya oke tapi nothing special. Tempatnya rame, waktu dateng semua meja penuh tinggal sisa 1, tapi katanya ada lesehan di luar juga. Dikasih air kobokan buat cuci tangan, juga ada tempat cuci tangan dan sabun. Bayarnya bisa pake QRIS, nice. Worth revisit kalau lagi mood nasi uduk malem malem, kalau dari harga ada opsi lain yang juga enak sih.",5
,,2 bulan lalu,226 Tri Agustina,Local Guide,28 ulasan,"Diantara banyak warung ini yang paling recommended, harga sangat terjangkau cocok untuk kantong mahasiswa apalagi lokasinya sangat strategis ini cocok banget sih, tempat nyaman pol, tempat sangat ramai tapi buat menunggu makanannya tidak lama kok gais, buat rasa jangan diragukan lagi woyy enak banget semua makanan disini enak enak tidak ada rasa yang gagal di mulut kita 😭 mau sungkem dulu sama masakan tasikmalaya lesehan ter enak se Jogja, KALIAN WAJIBB COBAIN 😍😍",5
,,setahun lalu,Indah Della Safira,Local Guide,132 ulasan,Rasa makanannya enak. Tempatnya lesehan tp kadang kalau lagi rame cari tempat kosong susah harus mau nunggu. Menunya banyak juga. Kesukaanku nila rica2. Harga terjangkau,5
,,7 bulan lalu,Saraswati,Local Guide,50 ulasan,"Baru pertama kali ke sini dan langsung suka. Makanannya enak-enak, rekomen yang varian bakar kuah deh. Porsinya ga pelit. Harga murah tapi boleh banget berekspektasi tinggi. Pelayanannya cepat banget.",5
