PLACE NAME,LINK,TIME,NAME,EXPERIENCE,NUMBER OF REVIEW,REVIEW,STAR
BAJUL KARAOKE,,,,,,,
,https://www.google.com/maps/place/Inul+Vizta+Lippo+Plaza+Yogyakarta/data=!4m7!3m6!1s0x2e7a59ee267cdb83:0xb9b60d164849af08!8m2!3d-7.7840413!4d110.390646!16s%2Fg%2F11c60s9jbm!19sChIJg9t8Ju5Zei4RCK9JSBYNtrk?authuser=0&hl=id&rclk=1,,,,,,
,,,,,,,
,,TIME,NAME,EXPERIENCE,NUMBER OF REVIEW,REVIEW,STAR
,,seminggu lalu,Dhona Dwijayanti,Local Guide,15 ulasan,"Overall tempatnya bagus dan nyaman, nice place for karaoke, ada diskon juga yang berlaku sampai jam 18.00. Lagunya cukup lengkap juga dan pelayanan juga bagus. Tapi pas awal masuk langsung tercium bau rokok",4
,,3 bulan lalu,hafizah fikriah waskan,Local Guide,169 ulasan,"Overall experience nya sih bagus. Masnya helpful dan kualitas suaranya juga bagus. Sayang masih pakai alat manual gitu, yang bikin susah buat nulis judul lagu. Mungkin bisa diganti dengan layar sentuh aja biar lebih  mudah. Dan keknya kurang kedap suara, suara dari dalam kedengeran banget diluar. Sampai di mushola jadi agak keganggu. Terus untuk toilet bersih dan makanannya juga enak. Worth it banget. Beli makan minimal 150rb udah free karaoke 2 jam.",5
,,5 bulan lalu,Niki Dwilly,Local Guide,108 ulasan,"Buka Senin sampai Minggu mulai pukul 12.00. Ada promo 100rb nyanyi 2 jam free 2 ice tea and snack, lagu2 cukup update, sound mayan, tp msh menggunakan remote blm touch screen. Pelayanan cepat, ramah, dan responsif.",4
,,seminggu lalu,Sekar Septy Handayani,-,29 ulasan,"Dari 4 tempat karaoke yg pernah ku coba di jogja, audio disini paling bagus & alus. Tp sayang lagu2 korea ga terlalu lengkap huhu semoga next time lebih lengkap lagi",5
,,2 bulan lalu,uewbn7,-,2 ulasan,"Pilihan lagu yang disediakan cukup banyak untuk penggemar lagu Jepang. Ruangan nyaman dan harga cukup bersahabat. Kualitas sound cukup baik, walau kadang volume lagu makin kecil sampai hampir tidak kedengaran.",4
,,3 minggu lalu,Vita Mutavia,Local Guide,46 ulasan,Seharus nya untuk Family Karaoke harus di perhatikan lagi ruangan nya supaya ga bau asap rokok Banget. Dan seharus nya merokok tidak di dalam ruangan. Karna kan ga semua Tamu yang datang adalah perokok. Terimakasih,3
,,sebulan lalu,MRNFS SM,-,2 ulasan,"terjangkau banget buat yg pengen asik""an bareng temen. sekedar saran, untuk perbanyak lagi list lagu yg bisa dimainkan. kadang pengen nyanyiin satu lagu tapi pas dicari gaada",4
,,2 bulan lalu,ryan handoyo,Local Guide,15 ulasan,"Harga nya ga sesuai sm yg tertera.. amplifier di room sy rusak dipindah ke room lain, harusnya sy byr paketan 2 jam kok tau2 harganya jdi 3 jam 😅 …",2
,,4 tahun lalu,Windar Pamularsih,Local Guide,49 ulasan,"Masih menggunakan remote untuk cari-cari lagu, tapi untuk sound karoke oke. pelayanan ramah dan cepat. kamar mandi kurang bersih, ac masih ada yang bocor.",3
,,3 tahun lalu,Erica Okta Brilianti,Local Guide,40 ulasan,"Untuk tempat nya dekorasi bagus, untuk service karyawan juga lumayan ramah dan kebetulan kemaren menunggu tidak terlalu lama, untuk keadaan kamar karaoke alat untuk mencari lagu tidak worth it dalam memilih lagu soalnya memakan waktu, dan untuk mencari lagu juga tidak bisa langsung harus memilih kategori dll jadi lama, untuk koleksi lagu cukup lengkap.",4
,,7 bulan lalu,SURYAHARTIN Offcial,Local Guide,139 ulasan,"Tempat nya kerenn, soundnya bagus, nyaman aman dan bikin hati senang",5
,,5 bulan lalu,arinda casni,Local Guide,50 ulasan,"Telpon 15 menit sebelum datang telepon dan booking, bilangnya siap ditunggu. Pas sampe tiba2 roomnya penuh suruh nunggu. Nunggu 20menit masih gak jelas nunggu yang didalem selesai. Ribed",2
