PLACE NAME,LINK,TIME,NAME,EXPERIENCE,NUMBER OF REVIEW,REVIEW,STAR
ST. Bier Bar And Kitchen,,,,,,,
,https://www.google.com/maps/search/ST. Bier Bar And Kitchen jogja,,,,,,
,,,,,,,
,,TIME,NAME,EXPERIENCE,NUMBER OF REVIEW,REVIEW,STAR
,,seminggu lalu,Dian Setro,-,1 ulasan,Lebih aman minta bill kalo kesana.2x order yang sama harga beda cuy pdhl di menu dah ada harganya...anjir,3
,,3 minggu lalu,Scorpio 69,-,1 ulasan,Ati ati servernya nakal.sering nambahi harga..iya x 5 rb x brp orañg aja tuh...pesanan sama kok harga bisa beda,3
,,5 bulan lalu,Rizky Savitri,-,2 ulasan,"Tempat nyaman, luas .. pilihan tempat yang cocok buat nongkrong sambil nikmati live music dengan pilihan minuman dan Snack dengan harga terjangkau.. pelayanan cepet,ga pake lama , security nya pun ramah",5
,,3 bulan lalu,Fernando 00,-,3 ulasan,"Saya di keroyok di parkiran bukannya malah melarai perkelahian, tapi tim keamanan st.bier ikut melakukan aksi pengeroyokan dikarenakan para pelaku adalah teman mereka.
sangat di sesalkan",1
,,4 tahun lalu,Ronald Anthony,Local Guide,199 ulasan,ST. Bier beer and kitchen ini merupakan salah satu tempat nongkrong para anak muda maupun orang tua yang terletak di jalan perumnas.. tempatnya oke dan cocok baik suasana maupun tempatnya.. di tempat ini juga ditemani dengan live music yang menemani.. pilihan minuman maupun makanan juga sangat banyak.. pokoknya reccomended banget deh tempatnya..,4
,,4 tahun lalu,Dian 797,Local Guide,136 ulasan,"Bar & kitchen rekomended, terletak di pusat kota jogja, sekitar kampus dan keramaian, lokasi mudah di jangkau, parkir luas, pelayanan memuaskan, t3mpat asyik, hiburan sangat berfariasi, harga terjangkau. Rekom3nded lah pokoknya",5
,,3 bulan lalu,There a Lie,Local Guide,29 ulasan,"Enak buat nongkrong, tempatnya nyaman, pelayanan cepat harga terjangkau banyak variasi minuman
Buat yang ga minum juga bisa pesan snack",4
,,setahun lalu,apri yanto noobbas,Local Guide,27 ulasan,"Tempatnya nyaman, pelayanan sangat memuaskan , tempat rekomendit banget",4
,,setahun lalu,Hani Setiawati,Local Guide,106 ulasan,Tempat yg enak untuk nongkrong sambil dengarkan live music. Sayang waiters nya kurang ramah dan klo pesan harus ke belakang.,4
,,4 tahun lalu,aji bahariandi,Local Guide,65 ulasan,"Cocok banget buat nonton bareng bola, tapi kalau lagi ada promo tidak disampaikan mesti di tanya dulu",4
,,setahun lalu,Banesha Lanuadi,-,1 ulasan,Ikut serta dalam mencegah mata rantai covid19 dan selalu mematuhi protokol kesehatan,5
,,4 tahun lalu,Ary Janoe,Local Guide,187 ulasan,"Beer murah, live music tiap hari. Tapi soundnya kurang enak dan settingan kursinya susah buat yang mau nonton live music.",4
,,10 bulan lalu,Alfredo Ed Widjaya,Local Guide,49 ulasan,Pelayanan nya ramah dan tempat nya luas cocok untuk ngechill,4
,,8 bulan lalu,stepanus ardo,-,2 ulasan,"Secara umum food and beveragenya ya pada umumnya. Utk sound kalau lagi live perform itu terlalu kacau, bikin sakit telinga dan hati, mending playback mp3 aja malah lebih sip. PR untuk soundmannya aja, mgkin kurang dimanusiain dr pihak managementnya, ya itu bisa jadi titik fokus utk nextnya. Makasiiih",2
,,3 tahun lalu,Meylana Pramudita,Local Guide,188 ulasan,"Enak tempatny luas, apalagi buat yg ngrokok2 gitu.
Ada live musicnya juga pas weekend.
Ga overprice juga~
Terus ga cuma sedia beer tp jg sedia coke dan jus untuk yg pengen sekedar nongkrong2 cantik manja~",4
,,3 tahun lalu,Farel Hasibuan,Local Guide,913 ulasan,Tempat tongkrongan anak muda. Tambah malam tambah rame pengunjungnya. Kalau beli bir paketnya 5 botol seharga 140 - 200 ribu per paket. Ada life music biasanya reggae atau rock. Tempatnya cozzy,5
,,5 bulan lalu,Dedit Kurnianta,Local Guide,96 ulasan,Tempat murah untuk menikmati kesegaran,4
,,seminggu lalu,Safira aulia asyifa,-,1 ulasan,Tempat luas....harga terjangkau ...,5
,,5 bulan lalu,yera sa,Local Guide,18 ulasan,Tempat asik untuk nongkrong ada live music juga,5
