PLACE NAME,LINK,TIME,NAME,EXPERIENCE,NUMBER OF REVIEW,REVIEW,STAR
Seafood Pak Purwanto,,,,,,,
,https://www.google.com/maps/search/Seafood Pak Purwanto jogja,,,,,,
,,,,,,,
,,TIME,NAME,EXPERIENCE,NUMBER OF REVIEW,REVIEW,STAR
,,6 bulan lalu,Tata Marita,Local Guide,97 ulasan,"Kaget harganya terjangkau dan makanan porsi banyak.. pesen nasgor seafood enakk,, cumi lada hitam enak bgt , untuk kerang saus padang rasanya mirip indomie rebus soto 😀😀 sapo tahu terlalu keasinan (padahal suka asin ) .. tpi cukup rekomen sih",4
,,setahun lalu,Nanda Vary,-,86 ulasan,"Siapa anak ugm yg belum pernah makan disini? Hehe
Tomyam dan lada hitam yg endul, saus padang nya kurang, kerang nya baby bgt jd kurang kerasa, penyajian nya cepat, harga pas
Tapi kalo kata suamiku “kok kangkung yg udah kuning diikutin ya”😅
total habis 102ribu
Kerang lada hitam
Tomyam seafood
Cumi saus padang
Cah kangkung
Jeruk hangat + es(gratis)
Es teh
Nasi 2",4
,,4 bulan lalu,Paulina,Local Guide,105 ulasan,"Ada menu baru seperti ayam gohyong, tapi menurut saya rasanya menurun tidak seperti dulu, terutama kerang dara saus tiramnya, seperti kebanyakan air, dan bumbunya tidak merasuk dikerangnya.
Ya karna lesehan pasti banyak pengamen lewat bahkan bisa 2-3x dia datang, tergantung berapa lama kita makan.",4
,,4 bulan lalu,Farhan Amen,Local Guide,95 ulasan,"Seafood nikmat didekat kampus UGM! Harga dan beragam menu yang ditawarkan sangat worth it karena pada setiap bumbunya terasa mulai dari tom yum, capcay, bumbu saus padang, bumbu blackpapper dan masih banyak lainnya sehingga sangat cocol bagi mahasiswa yang menginginkan seafood. Tempat luas mulai dari meja yang disediakan kemudian juga area parkirnya. Dari pertimbangan diatas maka Seafood Pak Purwanto ini mendapatkan rating 5/5. 🦐🦞",5
,,setahun lalu,Weychan Sibarani,Local Guide,632 ulasan,"Pulang kebaktian sore untuk makan malam
Karena lagi pengen maem seafood & tertarik maem disini karena ada tom yum nya ( liat review)
Pesan tomyum,cumi blackpepper, cah kangkung,cah toge & kerapu goreng.
Tomyumnya enak & seger😋 isinga juga banyak
Cumi tepungnya oke
Cah togenya juara ( enak & masih cruncy)
Nah kerapunya iniii..agak amis & hambar rasanya tapi sambalnya enak & pedas.
Sayangnya di sini hanya ada tempat duduk lesehan. Ngga bisa selonjor pula🙂😔 jadi kaki agak kram setelah selesai maem🤭
Semoga ada tempat duduk kursi ya
Harganya cukup terjangkau, pesan begitu banyak cuma habis 114rb.
Rekomded untuk maem seafood di jakal.
Thx",4
,,setahun lalu,sherly is here,Local Guide,107 ulasan,"Tiap ke Jogja selalu makan disini. Rasa enak harga terjangkau. Variasi menu juga banyak. Paling suka sama kerang dara rebus nya karena direbua dengan bawang putih dan daun bawang, kepiting saus padang, dan udang goreng mentega.

Kebersihan: dimaklumi karena duduk model angkringan juga dan tenda pinggir jalan.

Waktu penyajian: sabar aja.. orang sabar pasti kesel 😌

Parkir: pinggir jalan, kalo lagi rame banget (dan selalu rame) jalan nya ya lumayan buat yang naik mobil",4
,,6 bulan lalu,Indah Sekar,Local Guide,79 ulasan,"Penasaran karena cukup terkenal, mungkin karena lokasinya yang strategis di Jl. Persatuan dekat GSP. Overall menunya enak, saya puas makan di sini. Tapi untuk kantong mahasiswa, ini cukup terbilang makan mewah ya. Cumi asam manisnya enak, rasanya pas dan tidak amis. Tapi menu kepiting ini agak sulit dimakan ya… mie kering yang jadi hiasan ini nggak terlalu membantu rasa menjadi lebih enak, justru bagi saya dan teman saya malah mubadzir karena enggak kemakan.",4
,,3 bulan lalu,Beenta,Local Guide,76 ulasan,"Udang bumbu rica-rica manadonya enak, bumbunya terasa. Cumi goreng tepungnya crispy & enak tepungnya. Cha Kangkungnya kurang seasoning dikit. Nasi tingkat kematangannya pas. Over all enak semua. 👍👍👍👍👍 Jangan lupa sediakan receh kalo kesini karena banyak pengamen & pengemis.",5
