PLACE NAME,LINK,TIME,NAME,EXPERIENCE,NUMBER OF REVIEW,REVIEW,STAR
Kopi Paris,,,,,,,
,https://www.google.com/maps/place/HOMWOK+Coffee+Paris/data=!4m7!3m6!1s0x2e7a57d5ae18ff49:0xacfb6a084aab9ac0!8m2!3d-7.8303272!4d110.367557!16s%2Fg%2F11fr5vptx4!19sChIJSf8YrtVXei4RwJqrSghq-6w?authuser=0&hl=id&rclk=1,,,,,,
,,,,,,,
,,TIME,NAME,EXPERIENCE,NUMBER OF REVIEW,REVIEW,STAR
,,6 bulan lalu,Taula A. Gusfara,-,11 ulasan,"Tempat bersih, ga terlalu ramai dan deket jalan raya
Ambiencenya enak buat nugas karna bersih, pilihan menu lumayan banyak dan ada mushola jadi ga khawatir kalau mau nugas lama.
Musholanya bersih dan layak, udah ada alat sholatnya juga. Upstairnya bersih dan simple, ada kamarmandinya juga, tempatnya lebih luas dari lantai 1 dan full ac.
Buat lantai 1 dimaksimalin di smoking area, jadi non-smoking (bagian dalem/ac) lumayan kecil tapi di lantai 2 nya luas banget, ada individual chair ngadep ke jendela luar, dan banyak sharing table buat ramean dan of course colokan bertebaran dimana-mana.
Overall recomended bgt dari segi jam operasional, price, ambience dan fasilitas.",5
,,6 bulan lalu,Putri Kusumaningrum,-,2 ulasan,"Udah beberapa kali kesini sii dan gak pernah ngecewain, tempatnya nyaman, ada lantai atasnya juga tapi dilantai atas agak masih tetep panas pdhl udah ada AC nya, karyawannya juga ramah, apalagi owner-nya, karena ngepasin hari Jumat kesana yg nglayanin langsung owner-nya dongg dan dijlsin detail gtuu, makanan sama minumannya enak smuaaaa, worth to try...",5
,,3 bulan lalu,Sabda Apriliana Budiatmadja,Local Guide,31 ulasan,"Homwok Paris adalah tempat yang sangat nyaman untuk bekerja dan melakukan aktivitas sehari-hari. Menawarkan konsep layaknya coworking space, tempat ini memberikan suasana yang tenang dan nyaman untuk bekerja. Lokasi yang strategis di pusat kota membuat Homwok Paris mudah dijangkau.

Saat berkunjung ke Homwok Paris, saya sangat menyarankan untuk bekerja di lantai dua yang lebih sepi dan tenang. Terdapat beberapa desk meja yang luas dan dapat menampung banyak peralatan untuk mendukung pekerjaan. Selain itu, suasana yang tenang juga membuat konsentrasi dalam bekerja semakin meningkat.

Homwok Paris juga memiliki suasana yang cukup santai dan tidak terlalu formal, sehingga membuat pengunjungnya merasa lebih santai dan nyaman. Selain tempat duduk yang nyaman, Homwok Paris juga dilengkapi dengan akses internet yang cepat dan stabil.

Secara keseluruhan, Homwok Paris adalah tempat yang sangat cocok untuk bekerja atau melakukan aktivitas sehari-hari. Lokasinya yang nyaman dan tenang, serta suasana santai yang dimilikinya membuat Homwok Paris menjadi tempat yang sangat disarankan bagi mereka yang mencari tempat untuk bekerja atau berkumpul dengan teman-teman.",5
,,3 minggu lalu,Fathoni Ridlo,Local Guide,163 ulasan,"Kafe yg nyaman, ada indoor dan outdoor. Ada mushola dan kamar mandi",5
,,3 bulan lalu,ilsya,Local Guide,70 ulasan,"(+) ada musholanya
Enak, nyaman kursinya.
Dilantai dua nyaman banget.
Leci teanya enak.",5
,,3 bulan lalu,Aman 86,-,1 ulasan,"Kepada yang terhormat owner Cafe, klo mau berkembang kafenya, perbaiki pelayanannya. Tadi kasir sama barista cuma satu orang. Itu pun nggak punya mulut orang e,  diem dan sangat nggak ramah. Kebetulan minuman di bungkus, dan setelah selesai bungkus, barista nggak bilang apa "" cuma naruh di meja. 😂. Baru selang beberapa waktu kemudian baru bilang"" sudah mbk/mas""

Jangan di pecat karyawan itu, kasih masukan aja karyawan itu. Soalnya sulit cari kerja itu.

Terimakasih.",1
,,2 tahun lalu,malaikat father,Local Guide,123 ulasan,"Kedai kopi yg nyaman, terletak di pinggir jalan, tapi punya space jarak sekitar 40 meter dari jalan, jadi enak buat nongkrong, dan tidak terlalu bising dari kendaraan yg lalu lalang....",4
,,2 tahun lalu,Awang Bagas,Local Guide,126 ulasan,"Cafe ter-cozy di daerah Sewon dan Sekitarnya.

Jauh dari pusat kota, harganya murah dan ramah dengan mahasiswa. Menyediakan colokan listrik untuk charge HP/Laptop. Internet lumayan kenceng. Di dalam tidak ada nyamuk. Pilihan duduk di luar melihat jalan Parangtritis atau di dalam ngadem ber-AC. Selain itu dilantai 2 juga menyediakan tempat untuk rapat.

Sayang, disini snacknya masih kurang. Hanya kopi saja, kopi manis lah. Untuk yg enak apa aku kurang tahu. Karena selalu beli yg beli 1 gratis 1. Chocolate Avocaddo",4
,,2 tahun lalu,Nita Purba,Local Guide,51 ulasan,"Tempat ngopi baru yang menurut saya recommended banget karna kopinya punya rasa yg khas dan enak pake banget.
Mbak dan mas yg jaga juga ramah, sering ada promo nih. Buat anak kosan atau yg suka hemat, harus banget kesini.
Buat yg suka kopi juga harus banget nyobain kopi disini

Jam buka sampai jam 23.00 malam.
Wifi gratis ? Jelas ada dong. Smoking dan non smoking juga ada banget!
Bahkan, kalo mau sampek pagi juga bisa, tapi gabisa pesen makanan/minuman, karna tutupnya jam 23.00. Cuma kita diperbolehkan di luar kafe sampek bosen!",5
,,2 tahun lalu,bege carolus,Local Guide,416 ulasan,"Sebuah cafe yg nyaman buat ngopi n ngobrol yg terletak di bilangan jalan Parang trtis km. 4 ni sangat mudah di cari..karena terletak di deretan ruko-ruko yg berafa di jalan raya..
Trmpatnya rapi dan bersih, menu jg lengkap, parkiran luas dan pelayanan nya ramah dan cepat.
Untuk harga standar dengan cafe2 yang lain..
Dan yg jelas layanan Wifi gratis..
Olahan kopi nya mantap.. Ga ada salah nya klo pas berada di bilangan jalan parangtritis untuk mampir..
Owh iya di sediakan jg kursi tinggi bisa indoor ataupun outdoor",5
,,2 bulan lalu,Octoryna Ayuningtyas,Local Guide,120 ulasan,"Lokasi gampang dijangkau, parkiran sangat luas. Kopinya enak, standar Homwok. Pesan untuk take away, disiapkan dengan cepat. Kalau siang tidak terlalu ramai.",5
