PLACE NAME,LINK,TIME,NAME,EXPERIENCE,NUMBER OF REVIEW,REVIEW,STAR
Soto Lamongan,,,,,,,
,https://www.google.com/maps/place/Soto+Lamongan+Cak+Mangku/data=!4m7!3m6!1s0x2e7a5764fc3f4d97:0x429f10e970997617!8m2!3d-7.8021719!4d110.3929642!16s%2Fg%2F11bbx1bdw2!19sChIJl00__GRXei4RF3aZcOkQn0I?authuser=0&hl=id&rclk=1,,,,,,
,,,,,,,
,,TIME,NAME,EXPERIENCE,NUMBER OF REVIEW,REVIEW,STAR
,,setahun lalu,Sony Adam Saputra,Local Guide,1.152 ulasan,"Dari tempatnya sih unik. Dia ada gerobak. Apakah dulu mereka menggunakan gerobaknya untuk berkeliling? Who knows. Tapi kesannya so old school banget. Kalcerrr.

Sotonya sih light. Kuahnya entah kenapa soft gitu. Bumbunya nggak nampol, tapi koyanya berasa banget. Porsinya agak kecil even for me. Lumayan enak lah overall.",4
,,3 minggu lalu,Fajar Adriyanto,Local Guide,595 ulasan,"Warung makan sederhana dengan fasilitas seadanya.

Masakan khas Jawa Timur Soto Lamongan, Tahu Campur dan Rawon.
Semuanya sedap, gurih dan aroma khas Lamongan. Untuk ayamnya adalah ayam kampung.
Favorit saya soto ayam.

Sayangnya kondisi ruangan kurang rapi, terkesan kumuh, padahal jika pemilik Warung punya kemauan untuk membersihkan, menata dan merapikan, saya yakin banyak pelanggan yang makan di sini.",4
,,10 bulan lalu,Wahyu TD,Local Guide,191 ulasan,"Pesan tahu campur, ternyata enak. Emang masakan khas lamongan, tempatnya jg nyaman cuma kalau siang krn sempit tempatnya jadi agak panas.",3
,,5 bulan lalu,Anak Tetangga Sebelah,Local Guide,219 ulasan,Soto Lamongan yg paling mudah dicari dis sekitaran pusat kota karena buka dr pagi sampai malam. Selain soto ada menu rawon juga.,5
,,2 hari lalu,Priska Safitri,Local Guide,138 ulasan,Soto lamongan dan rawonnya udah disesuaikan dengan lidah jogja. Kuah light bukan yg medok. Pas untuk jadi pilihan menu makan siang.,5
,,9 bulan lalu,bagas muhri,Local Guide,50 ulasan,"Isiannya simple bgt
Kuah rawon + daging sapi + tauge

Rasanya lumayan
Ada varian menu lain soto dan tahu campur
Harganya murah",4
,,9 bulan lalu,Iwan Kurniawan,Local Guide,114 ulasan,"Soto nya enak di sini,
Tahu campur kurang petis klu merut saya. Tp bole lah buat tombo kangen mkn makan an khas jawa timur ,",4
,,5 bulan lalu,Efi Kurniyawati,Local Guide,380 ulasan,"Lokasi: Berada di seberang halte bus kusumanegara

Interiornya: Warung makan biasa

Ruangan: Semi Outdoor

Suasana: Ramai saat jam makan pagi/siang pegawai

Fasilitas: Untuk area parkirnya cukup bisa menampung motor dan mobil, table yang cukup

Pelayanan: Ramah dan cepat

Harga: Standar kantong mahasiswa/pelajar

Menu: Menyediakan berbagai variant menu soto, rawon, kupat tahu

Rasa: worth it dan must try

Bagi yang belum pernah ke sini sangat direkomendasikan untuk mencoba tempat ini",5
,,4 bulan lalu,Aini Shofwati,Local Guide,13 ulasan,"lumayan enak untuk mengobati kangen makan rawon, bumbunya kurang pekat",4
,,sebulan lalu,Nabella G A,-,37 ulasan,"Soto lamongan terenak. Rela laju dari gamping ke sini demi soto nya, dan rawonnya juga best janganlupa pake telor asinnya.",5
,,4 bulan lalu,sherly hana,Local Guide,109 ulasan,"Tahu campur Lamongan yang (mungkin) sudah dimodifikasi dengan lidah jogja. Kuahnya gurih manis, petisnya tidak terlalu amis, lontong empuk, sayurnya masih segar (dikunyah masih krenyes²), kikilnya empuk banget. Lokasi mudah dijangkau dengan berbagai moda transportasi, terletak di di depan halte bus Trans Jogja. Buat yang kangen masakan Jawa Timur bisa dicoba.",5
,,2 tahun lalu,Mariani Sutanto,Local Guide,552 ulasan,"Satu lagi warung Jawa Timuran yang menggugah seleraku, walau ada sedikiiiit rasa manis tercecap oleh lidahku.

Walau papan namanya soto Lamongan tetapi tersedia pula menu nasi rawon! Rawon selalu menjadi favoritku, di mana pun.

Sotonya enak, ada taburan bubuk koya di atasnya, seperti yang lazim di Surabaya. Rawonnya juga enak rasanya walau ada sedikit rasa manis di antara gurihnya kuah rawon.

Harganya sangat terjangkau, Rp 12.000 untuk soto dan rawon campurnya. Cuss ke sini lagi kalau lagi rindu masakan Jawa Timuran.",4
,,4 bulan lalu,isti alfradiantina,Local Guide,23 ulasan,"Ini soto langganan keluarga kami sudah belasan tahun... Rasanya tidak berubah...
Kami biasa ke sini di happy hour jangan pas maksi ya...biar dapat parkiran. Parkir mobil di tepi jalan, parkir motor di atas trotoar yang lebar...

Saya gak usah kirim foto makanan ya
Sdh banyak :)

Di sini sesi makan praktis ya, jangan untuk sesi curhat krn lumayan riuh kepadatan lalu lintasnya...

Extra Koya... Mantaps",5
,,5 hari lalu,sisilia liesty,Local Guide,192 ulasan,Soto Lamongan ya enak . Rawonnya jg enak. Harga sangat terjangkau . Tempat lumayan bersih . Gampang dicari ya Krn dekat dijalan utama. Rekomended. Lain kali pasti kesini lagi,4
,,3 tahun lalu,Evander Dwi P,Local Guide,81 ulasan,"Soto yang seger untuk lidah orang jogja yang suka manis. Kuah asin + tambahan koyanya enak banget, tambah ada kerupuk udang cocok buat pendamping soto. Tempatnya cukup bersih, nyaman untuk makan sendirian ataupun rombongan keluarga. Ada juga menu seperti nasi rawon dan tahu campur, yang Jawa Timur banget!",5
,,3 bulan lalu,Leni ananda,-,493 ulasan,Rasa standard harga murah pas buat sarapan. Pilihan menu banyak ada soto. Rawon tahu campur. Besok tambahin gorengan ato sate2an biar agak rame bosss,4
,,3 tahun lalu,Dinar Surya oktarini,Local Guide,176 ulasan,"Soto surabaya banget yang kangen soto jawa timur wajib kesini, disini sotonya enak banget plus koya yang bikin enak. Tempatnya nyaman dan bisa bareng bareng kesini pesen soto atau tahu campur. Gak susah ditemukan karena di pinggir jalan arah balai kota yogya. Servinya cepat dan banyak pilihan sambal dan koya serta jeruk nipis yang melimpah",5
,,4 tahun lalu,Ika Rakhmawati Hilal,Local Guide,362 ulasan,"Langganan di sini sejak warungnya masih warung tenda di seberang jalan. Salah satu warung khas Lamongan yang eksis di kota Yogyakarta. Sotonya enak, tahu campurnya juara, rawonnya joss gandos. Usul ya cak Mangku, gimana kalau garam dan vetsinnya dipisah, enggak dicampur di kuahnya langsung. Kuahnya lebih segar deh, dan para penderita hipertensi yang diet rendah garam bisa makan dengan save.",4
,,setahun lalu,yossi budiono,Local Guide,824 ulasan,"Soto ayam enak sayang tanpa seledri tp tahu campur nggak spt di sby. Tanpa lontong tanpa soun, tempat sederhana parkir mobil sempit",3
,,setahun lalu,Rudy Koes,Local Guide,41 ulasan,Salah satu rujukan kalo kangen menu makanan jawa timuran. Rawon & Soto lamongan rasanya lumayan enak & murah. Tahu campurnya recomended krn jarang ada yg jual di Yogya.,5
,,setahun lalu,Adib Yudhitama,Local Guide,73 ulasan,Salah satu soto lamongan paling enak yang ada di jogja. Kuahnya seger dan gurih. Cuma porsinya agak kurang mengenyangkan kalau cuman mesen satu. Rawon dan tahu campurnya juga enak. 👍 …,5
,,9 bulan lalu,Idha Tha,Local Guide,228 ulasan,"Soto lamongan asli, ada menu lain juga yaitu rawon dan tahu campur lamongan.
Makanan dihidangkan panas2 , pelayanan cepat, warung nya kurang nyaman buat makan cause panas banget..",4
,,setahun lalu,Andiko Putro Suryotomo,Local Guide,21 ulasan,"Sudah langganan sejak masih berkantor di dekat warung ini. Sotonya segar dan enak, tahu campurnya juga nikmat, nasi rawonnya bikin kangen rasanya.",5
,,9 bulan lalu,Dahana Pamungkas,Local Guide,59 ulasan,"Rasa enak, penyajian cepat, harga sangat terjangkau.. sipppp",5
,,6 tahun lalu,iwan j prasetyo,Local Guide,875 ulasan,"Josss.. kental dan gurih istimewa sotonya.
Rawon belum nyuba. Mungkin kali lain.  Soto ayam kampung dengan bumbu yang kental,irisan telur ayam, dan soon . Rasanya mak klenyerrr.
Tahu campurnya juga sangat pas campuran petis dan racikan bumbunya. Irisan tahu, kikil, ditambahi soon, tauge, dan selada.",4
