PLACE NAME,LINK,TIME,NAME,EXPERIENCE,NUMBER OF REVIEW,REVIEW,STAR
kopi 01,,,,,,,
,https://www.google.com/maps/place/Angkringan+Jogja+%22Monggo+Pinarak%22/data=!4m7!3m6!1s0x2dd7fde901c8deb3:0xaeb4251950263911!8m2!3d-7.2698008!4d112.7143943!16s%2Fg%2F11fhvxb1nh!19sChIJs97IAen91y0RETkmUBkltK4?authuser=0&hl=id&rclk=1,,,,,,
,,,,,,,
,,TIME,NAME,EXPERIENCE,NUMBER OF REVIEW,REVIEW,STAR
,,4 tahun lalu,Iman Jaya,-,1 ulasan,tempat yg cocok buat nongkrong bnyak  aneka sate dan wedangan👍 …,5
,,2 tahun lalu,Chomsatun Aryo,-,31 ulasan,"Monggo sami pinarak ke Angkringan Jogya, tersedia aneka wedang untuk stamina tubuh, nasi kucing serta aneka sate yang dijamin murah meriah ditemani dengan alunan musik syahdu 🥰🥰🥰 …",5
,,setahun lalu,n h,Local Guide,159 ulasan,"Rasa lumayan, tp terlalu pedas
Tempat parkir sempit
Letak masuk gang sempit",4
,,3 tahun lalu,Fitri Laksita,-,10 ulasan,"Langganan pas lapar dimalem hari
Kepala ayam & tempe bacem , minumnya es green tea. Top sangat👌 …",5
,,setahun lalu,Rad fastdragon,-,1 ulasan,satenya auwenak2,5
,,2 tahun lalu,Arjuan Hidayat,-,2 ulasan,Tempatnya asik penjualnya ramah dan lucu glinuk glinuk WiFi nya Juossss Monggo sekitar Simo bisa merapat.......,5
,,setahun lalu,Herry Arifianto,Local Guide,23 ulasan,Macam2 menunya enak2. ramah  pelayanan 👍 …,5
,,setahun lalu,dono kasino,-,12 ulasan,hhhmmmm...rasakan aja deh..baru komen,5
,,4 tahun lalu,hary budiarjo,Local Guide,27 ulasan,Thai tea nya rekomen banget,5
,,setahun lalu,Aditya Nugraha,Local Guide,109 ulasan,mantap,5
,,setahun lalu,"Hari Friyantono, S. Sos.",-,234 ulasan,Serasa diJogya..,5
,,2 tahun lalu,RANGERHITAM GAMING,Local Guide,11 ulasan,Tempatnya nyaman dan bersih,4
,,setahun lalu,Huda Mr.,Local Guide,400 ulasan,Pelayanan bagus banget,5
,,2 tahun lalu,Iwan Iswanto,-,9 ulasan,Tempat paling Santuy...,5
,,2 tahun lalu,Muhammad Roisul Amin,Local Guide,15 ulasan,Sip,4
,,2 tahun lalu,bOrjU,-,236 ulasan,Bersantai dan bersenang-senang..,5
,,setahun lalu,Rere Iblis19,-,10 ulasan,"Sjiib, rendah hati, seru",5
,,setahun lalu,Tri Novianto,Local Guide,225 ulasan,Ok,5
,,2 tahun lalu,tommy kupang,Local Guide,34 ulasan,Ok,5
,,3 tahun lalu,Iman Jaya,-,2 ulasan,sip jos gandos,5
,,setahun lalu,hrn coffee,,,,3
,,setahun lalu,Dzaki berkah teknik Berkah teknik,,,,5
,,setahun lalu,Adam Erda,,,,5
,,2 tahun lalu,Bakhtiar Islamulhaq,,,,5
,,setahun lalu,bocah sebrang lor,,,,5
