PLACE NAME,LINK,TIME,NAME,EXPERIENCE,NUMBER OF REVIEW,REVIEW,STAR
"Kopi Teman Lelah, ꧋ꦏꦺꦴꦥꦶꦠꦼꦩꦤ꧀ꦊꦭꦃ꧉",,,,,,,
,"https://www.google.com/maps/search/Kopi Teman Lelah, ꧋ꦏꦺꦴꦥꦶꦠꦼꦩꦤ꧀ꦊꦭꦃ꧉ jogja",,,,,,
,,,,,,,
,,TIME,NAME,EXPERIENCE,NUMBER OF REVIEW,REVIEW,STAR
,,setahun lalu,Gideon Messael,Local Guide,287 ulasan,Tempatnya nyaman nuansa bohemian. Parkirannya cukup luas ada rooftop juga. Harga menu relatif murah kisaran 12k sampai 18k. Saran datang ke sini ketika sore biar dapat view sawah sawah suara kodok 😂 …,4
,,5 bulan lalu,Nurr s_65,Local Guide,67 ulasan,"Yang kedua kali kesini, ngerjain tugas, asik banget suasananya, nggak terlalu ramai tp g sepi juga jadi nya nyaman.
tempatnya d arah candi plaosan. buka sore biasanya.
wifi kenceng bgt..
tempat nugas dan ngopi recomended di area prambanan 🥰",5
,,9 bulan lalu,Renny Febriani,Local Guide,207 ulasan,"Tempatnya adem, estetik dan view sawah cakep bgt.

Barista nya ramah dan pelayanan excellent

Order coffee yg soft dan direkomendasikan kopsus tiramisu dan kopsus caramel.
Anak2 rum milk dan french fries

Lumayaiitetjn buat kerja atau nongkrong",5
,,setahun lalu,Azizah Nurlitasari Tambulana,Local Guide,16 ulasan,"Konsep tempatnya bagus, makanan dan minumannya lumayan terjangkau. Minus tidak ada mushola dan makanan cepet di semutin. Tapi keseluruhan tempatnya cozy buat nongkrong sore atau malem. Mungkin kalau siang kurang recomended karena akan kerasa terik banget",4
,,10 bulan lalu,Dian Susanti,Local Guide,74 ulasan,"tempatnya nyaman, ada view sawah yg enak dipandang dari atas, menu kopi komplit, harga terjangkau",5
,,2 hari lalu,Indriya Martani,Local Guide,49 ulasan,"Cafe deket kosan, tempatnya pw ada colokan batrenyaa jadi tambah poin plusnya. Wifi lumayan kenceng makanan enak harga juga masih murah.",5
,,setahun lalu,Martina Millenidya Nishita,Local Guide,61 ulasan,"Pertama tau tempat ini dari temen. Lokasi mudah ditemukan. Ada tempat parkir motor, kalo mobil bisa parkir di pinggir jalan. Baristanya ramah yang cowok. Harganya juga murah banget. Nyobain red velvet, rasanya lumayan. Pesen nasi katsu juga, rasanya enak dan porsinya pas. Enak banget duduk di atas kalo sore, habisin waktu sambil nikmatin angin. Vibes-nya juga enak kalo lagi malem.",5
,,setahun lalu,Esaol Agustriawan,Local Guide,73 ulasan,"Atmosfer dan suasananya enak banget buat relax. Apalagi terletak di sebelah hamparan sawah. Tempat ngopi yg mengesankan di temaram senja, asal jangan lebih dari jam 19 yg biasanya rame.",5
,,4 bulan lalu,Aditya Nurudin,-,2 ulasan,"Pokoknya mantap gak nyesel kesini, pelayanannya memuaskan. Terutama kopi nya emang teman lelah banget 👍",5
,,2 tahun lalu,Danis Bagus Purnama,Local Guide,63 ulasan,"Buat kalian pecinta kopi wajib banget mampir kesini
Suasana tempat yang nyaman, bebas bising dari riuhnya perkotaan membuat kenyamanan tersendiri, selain itu juga tempat ini terkesan artistik
Pilihan menu juga beraneka ragam, banyak yang harus kalian coba, terutama kopinya
Penjualnya juga sangat ramah dan komunikatif
Areanya luas, parkir pun juga luas
Harga sangat lah murah bila dibanding tempat kopi lain",5
,,2 tahun lalu,Ajeng Widya A.,Local Guide,7 ulasan,"Tempatnya nyaman, harga menunya juga terjangkau. Pemandangan yang bagus ada di lantai kedua, bisa lihat sawah. Sampai di lokasi, pesan makan dan minum terus langsung bayar deh. Pilih tempat duduk, nanti pesanannya diantar oleh pelayannya",5
,,setahun lalu,Charles Silalahi,-,976 ulasan,"Gua suka viewnya, bisa ngelihat sawah sambil menikmati suren dan pisang goreng.",5
,,10 bulan lalu,Ophelia Story,Local Guide,53 ulasan,"Tempat tenang. Ada 2 lantai, hrga tidak terlalu mahal. Minuman cenderung terlalu manis, sya pesen black charchaol manis bgt tp pelayanan ramah",4
,,2 tahun lalu,Alexandro Ariobimo,-,2 ulasan,"View nya juara bangett, harga murah, untuk rasa enak asli, support wifi juga, baristany asik asik, rumah cabinny unik banget jadi ikon tempat ini",5
,,setahun lalu,Yesaya Yanuar,Local Guide,103 ulasan,"Lokasi nyaman, suasana tenang.
Tempatnya luas, pemandangan sore hari recommend.
Makanan bisa dibilang enak.
Harga normal",5
,,2 tahun lalu,wilfridus aditya,Local Guide,60 ulasan,Tempat Ngopi yang sejuk dan enak. Dekat dengab sawah dan jalan raya. Memiliki koneksi wifi. Makanan yang disediakan beragam dan berkualitas. Banyak juga pilihan kopi yang bisa dipesan. Saya rekomendasikan untuk kalian yang mau nongkrong bareng temen banyak bisa kesini.😎😎 …,4
,,setahun lalu,Puput Lupitasari,Local Guide,44 ulasan,"Tempatnya bagus, kopinya lengkap, harga terjangkau 👍",5
,,6 bulan lalu,Pipin Agustina,-,5 ulasan,"Tempatnya nyaman dan asik buat nongkrong, view sawah dan perbukitan gunungkidul serta candi Plaosan, tidak terlalu ramai jadi tidak berisik, harga makanan dan minuman terjangkau, rasanya lumayan enak",5
,,2 minggu lalu,satriyobudiw,Local Guide,84 ulasan,Tempat nyaman buat nongkrong sama teman maupun garap tugas di sekitar prambanan,5
,,2 tahun lalu,Laurentia Jessica,-,4 ulasan,"Sukak bgt tempatnya bagus, viewnya keren puoll, harganya murah murah bgttt baristanya jg ganteng-ganteng ehehehe😍 …",5
,,2 tahun lalu,Dian Rusmanawati,Local Guide,29 ulasan,"Good place, nyaman banget buat lama2 ngerjain tugas. Koneksi wifi oke banget ditambah lokasi deket sawah yg bisa jd healing place.",5
,,2 tahun lalu,B N,-,29 ulasan,"Tempat nya asik, harga nya murah, pegawainya juga asik ramah. Jangan lupa mampir ya semeton !",5
,,2 tahun lalu,Yonna Marcella,-,1 ulasan,"Tempatnya nyaman , makanannya juga enak wort it lah. 👍 Buqt nongkrong bareng temen2. …",5
,,4 bulan lalu,Ir setya,Local Guide,23 ulasan,Syahdu dimalam hari😂,5
,,setahun lalu,Fathur Banter,Local Guide,219 ulasan,"Nyaman dikala senja, makin ramai kalau malam",5
