PLACE NAME,LINK,TIME,NAME,EXPERIENCE,NUMBER OF REVIEW,REVIEW,STAR
Blackbone Coffee,,,,,,,
,https://www.google.com/maps/search/Blackbone Coffee jogja,,,,,,
,,,,,,,
,,TIME,NAME,EXPERIENCE,NUMBER OF REVIEW,REVIEW,STAR
,,5 bulan lalu,Cynthia Annisa,Local Guide,331 ulasan,"Pembayaran bisa dilakukan secara cash maupun scan qris. Rasa makanannya enak-enak, rasa minuman standar. Tempatnya kurang begitu bersih, perlu dilakukan deep clean. Ada stop kontak yg harus diperbaiki. Ada mushola, tetapi aroma mukenanya tidak sedap. Jadi secara kebersihan masih sangat kurang, semoga bisa diperbaiki kedepannya.",4
,,4 bulan lalu,Nunuk Ambarwati,Local Guide,409 ulasan,"LOKASI
Agak masuk, lewat gang dulu, jadi suasananya tenang, sepi. Ngga bersliweran kendaraan. Dekat dengan UGM dan area bisnis di Jalan Kaliurang.

MAKANAN
Kopinya enak, saya milih menu signature mereka. Harganya masih wajar. Staf baik dan cukup ramah.

SUASANA
Nampaknya disini dikenal sama beberapa komunitas, yang pada kesini kebanyakan nugas atau meeting. Ada indoor (AC) dan outdoor. Tempatnya unik, nyampur interiornya antara Jawa klasik dan modern. Banyak mural atau grafiti di beberapa sudut temboknya. WIFI ada.

LAIN LAIN
Pembayaran bisa mesin EDC (kartu debit/kredit), cash, QRIS. Cuma pas saya kesana, segala yang pakai BNI ngga bisa, baik QRIS atau EDCnya.

Tanamannya di luar banyak, gede gede juga, tapi juga satu meja ada banyak.semutnya :D

PARKIR
Untuk kendaraan roda 4, akan kesulitan parkir disini. Roda 2 masih oke.",4
,,6 bulan lalu,Asti Asti,-,17 ulasan,"Nasi goreng cumi nya enak banget! Kopi nya juga lumayan.

Disini ga terlalu ramai, jadi cocok untuk yang butuh fokus. Kursi di indoor didesain untuk maksimal 2-3 orang saja.

Pelayanan ramah dan cepat.",5
,,9 bulan lalu,Harits,Local Guide,601 ulasan,"Tempat favorit dari tahun 2019 kalo ngopi di jogja, soalnya tempatnya tenang dan nyaman banget, cocok buat tempat curhat sama temen haha. Kopinya disini enak2, penyajian kopi nya di gelas, mantap banget, untuk kopi nya berasa banget, gak cuman kebanyakan susu. Makanan nya juga enak, saya terakhir kesini pesan Caesar Salad, sayur nya banyak, rotinya ada, telurnya ada, potongan ayam ada dan dressing nya enak. Harga tergolong murah sih, under 30k semua rata rata, wifi ada, parkiran motor luas, kalo mobil mungkin di pinggir jalan bisanya.",5
,,8 bulan lalu,Ester Ana,Local Guide,188 ulasan,"Tempatnya enakk buat sekedar ngobrol smaa temen, ngerjain tugasss juga okee banged, pilihan makanan Dan monumannya juga bykkkk, rekomen banged nongki di sini sore2",5
,,setahun lalu,erickson manurung,-,1 ulasan,"Ini pas sih buat kalian yang bosen WFH dari rumah. Colokan banyak, wifi kenceng, parkiran luas dan meja lebar jadi pas buat laptopan.

Ruangan ber AC jadi adem banget, ada smoking room nya juga dan ada versi outdoor dengan konsep taman gitu.

Ada meeting room dan yang plusnya adalah punya musholla sendiri. Jarang banget kan.. jadi temen temen tetep bisa menunaikan ibadah sembari nongkrong disini.

4 jempol 👍👍👍👍",5
